8.5, 1.01586, -1.58991, 1.02366
8.6, 1.04608, -1.56597, 1.02517
8.7, 1.07097, -1.54025, 1.02377
8.8, 1.08967, -1.51252, 1.01945
8.9, 1.10143, -1.48253, 1.01225
9, 1.10561, -1.44999, 1.00226
9.1, 1.10171, -1.41467, 0.989574
9.2, 1.08944, -1.37633, 0.974361
9.3, 1.0687, -1.33476, 0.956809
9.4, 1.03958, -1.28981, 0.937143
9.5, 1.00239, -1.24136, 0.915618
9.6, 0.957611, -1.18937, 0.892515
9.7, 0.905933, -1.13381, 0.868136
9.8, 0.848199, -1.07476, 0.842799
9.9, 0.7854, -1.01233, 0.816832
10, 0.718645, -0.946691, 0.790567
10.1, 0.64913, -0.878074, 0.764333
10.2, 0.578112, -0.806759, 0.738453
10.3, 0.506871, -0.733079, 0.713233
10.4, 0.436681, -0.657406, 0.68896
10.5, 0.36877, -0.580152, 0.665895
10.6, 0.304295, -0.501758, 0.644268
10.7, 0.244302, -0.422693, 0.624275
10.8, 0.189702, -0.343439, 0.606069
10.9, 0.141241, -0.26449, 0.589764
11, 0.0994752, -0.186344, 0.575426
11.1, 0.0647546, -0.109489, 0.563078
11.2, 0.0372055, -0.0344043, 0.552694
11.3, 0.0167228, 0.0384523, 0.544202
11.4, 0.00296672, 0.10865, 0.537489
11.5, -0.00463315, 0.17579, 0.532402
11.6, -0.00686553, 0.239513, 0.528753
11.7, -0.00471717, 0.299505, 0.526327
11.8, 0.00065682, 0.355499, 0.524893
11.9, 0.00797252, 0.407278, 0.524209
12, 0.0158672, 0.45468, 0.524041
12.1, 0.0229591, 0.497599, 0.524173
12.2, 0.0279131, 0.53598, 0.524425
12.3, 0.0295087, 0.569824, 0.524664
12.4, 0.0267057, 0.59918, 0.52482
12.5, 0.0187026, 0.624146, 0.524894
12.6, 0.00498359, 0.64486, 0.524962
12.7, -0.0146496, 0.661496, 0.525178
12.8, -0.0400663, 0.674254, 0.525763
12.9, -0.0708191, 0.683357, 0.526992
13, -0.106177, 0.689035, 0.529174
13.1, -0.145177, 0.691518, 0.532621
13.2, -0.18669, 0.69103, 0.537626
13.3, -0.229492, 0.687776, 0.544429
13.4, -0.272341, 0.681935, 0.553196
13.5, -0.314056, 0.673659, 0.563993
13.6, -0.353585, 0.663068, 0.576778
13.7, -0.390064, 0.650254, 0.591391
13.8, -0.422866, 0.63528, 0.607564
13.9, -0.451624, 0.618196, 0.624938
14, -0.476248, 0.599045, 0.643095
14.1, -0.49691, 0.577878, 0.66159
14.2, -0.514029, 0.554768, 0.67999
14.3, -0.528238, 0.529821, 0.69791
14.4, -0.540332, 0.503186, 0.715048
14.5, -0.551219, 0.47506, 0.731201
14.6, -0.561853, 0.445689, 0.746283
14.7, -0.573164, 0.415365, 0.76032
14.8, -0.585988, 0.384409, 0.773435
14.9, -0.600995, 0.353165, 0.785823
15, -0.61863, 0.321979, 0.797729
15.1, -0.639058, 0.291181, 0.809407
15.2, -0.662132, 0.261069, 0.821095
15.3, -0.687373, 0.231888, 0.832985
15.4, -0.713982, 0.20382, 0.845197
15.5, -0.740878, 0.176965, 0.85777
15.6, -0.766762, 0.151341, 0.870654
15.7, -0.790218, 0.126875, 0.883727
15.8, -0.809823, 0.103408, 0.896803
15.9, -0.824267, 0.0807009, 0.909661
16, -0.832465, 0.0584438, 0.922067
16.1, -0.833652, 0.0362711, 0.933798
16.2, -0.827451, 0.0137795, 0.944662
16.3, -0.8139, -0.00945089, 0.954515
16.4, -0.793451, -0.0338333, 0.963261
16.5, -0.766938, -0.0597495, 0.970864
16.6, -0.735517, -0.0875258, 0.977339
16.7, -0.700594, -0.11741, 0.982748
16.8, -0.663736, -0.149549, 0.987193
16.9, -0.626574, -0.183975, 0.990801
17, -0.590707, -0.220591, 0.993715
17.1, -0.557606, -0.259165, 0.996079
17.2, -0.528525, -0.29933, 0.998026
17.3, -0.504435, -0.340597, 0.999664
17.4, -0.485962, -0.382368, 1.00107
17.5, -0.473367, -0.423973, 1.00228
17.6, -0.466537, -0.464701, 1.00327
17.7, -0.465018, -0.50386, 1.004
17.8, -0.468058, -0.540821, 1.00436
17.9, -0.47467, -0.575076, 1.0042
18, -0.483705, -0.606292, 1.00335
18.1, -0.493931, -0.63435, 1.00161
18.2, -0.504107, -0.659376, 0.998739
18.3, -0.513053, -0.68176, 0.994521
18.4, -0.519708, -0.702149, 0.988727
18.5, -0.523178, -0.721409, 0.981145
18.6, -0.522759, -0.740596, 0.971591
18.7, -0.517956, -0.760897, 0.959913
18.8, -0.508489, -0.783577, 0.946
18.9, -0.494291, -0.809891, 0.929795
19, -0.475492, -0.841009, 0.911299
19.1, -0.452409, -0.877928, 0.890581
19.2, -0.425516, -0.921404, 0.867781
19.3, -0.395416, -0.971892, 0.843109
19.4, -0.362806, -1.02952, 0.816843
19.5, -0.328447, -1.09404, 0.789321
19.6, -0.293125, -1.16483, 0.760937
19.7, -0.257638, -1.24084, 0.732146
19.8, -0.222756, -1.32063, 0.703443
19.9, -0.18918, -1.40256, 0.675323
20, -0.157515, -1.48488, 0.648257
20.1, -0.128264, -1.56576, 0.622685
20.2, -0.101829, -1.64337, 0.599014
20.3, -0.0785018, -1.71587, 0.577603
20.4, -0.0584686, -1.78158, 0.558753
20.5, -0.0417971, -1.83909, 0.542679
20.6, -0.0284319, -1.88739, 0.529485
20.7, -0.0181915, -1.926, 0.519148
20.8, -0.0107732, -1.95507, 0.511501
20.9, -0.00576884, -1.97538, 0.506241
21, -0.00269504, -1.98825, 0.502953
21.1, -0.00103535, -1.9954, 0.501148
21.2, -0.00029334, -1.99867, 0.500329
21.3, -4.83429e-05, -1.99978, 0.500055
21.4, -2.27552e-06, -1.99999, 0.500003
21.5, -4.39938e-11, -2, 0.5
